Feature ID	Taxon	Confidence
90cee93df5f1c3a1c0463257ecf5f5dc	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae	0.999954963
3e771eb0ce84441ec12891fe87de002c	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus	0.973474754
18a9028dff6d3759193ec26771449c1c	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae	0.999919094
af21ea6f5497e1ea781ee13abfc18587	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Aerococcaceae; g__Atopococcus; s__tabaci	0.710223126
f360fa0d71b91b791e13fff6b620a696	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium	0.999582907
b815668a1e362dc6a897d2895c351449	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__	0.749273781
89444e6aab6c285a1a5450709f36c2e4	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Alkanindiges; s__illinoisensis	0.794189932
c6cdc71a1f7376db5a843ade152ed641	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales	0.999640769
3eb29971e8c17cb638c3ef80ebc7767a	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium	0.919937627
5881bb20a5699e35017633aa882befb5	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Succinispira; s__mobilis	0.992981757
400a504e050fa1e94dbb78a317a91676	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Aerococcaceae; g__Lacticigenium; s__naphtae	0.797929043
6c3d75a1a2c80854f21c402cd3ead737	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Rothia; s__nasimurium	0.99431181
277e57a85bbba48bcc10985ec6114b01	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales	0.999879468
6a5fb569ba3b49659538826d860d5110	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	0.955781659
cbb14f0a103a118c51a3ac583e6488e9	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Elizabethkingia; s__	0.749196501
ac07c2de0f3b6de9418d3501fcc68399	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Staphylococcus; s__saprophyticus	0.943933559
31f2dc6b39f348a41bdff8c141bb39bd	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Macrococcus; s__brunensis	0.819901905
106e6b17a6a866f059edb6046bdfd2ed	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales	0.999644155
40f80939e6303ce27ee4934e5332b44d	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__	0.999208837
cc1f106dae404eca16e3b7d588d58645	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__	0.999822218
a62e32c83e169200a7222bc5e937b23b	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Staphylococcus; s__saprophyticus	0.944398069
b8a3a8a66e82bad81543deb3bc69ea01	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Staphylococcus; s__saprophyticus	0.937252848
cab06f40f3417bef164ccdab4aa41ed1	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Dermabacteraceae; g__Helcobacillus; s__massiliensis	0.922910634
5060a417cecb2477803920f679600168	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales	0.999567347
b2f64dafe6de96fd0963abab85bff4ae	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Aerococcaceae; g__Atopococcus; s__tabaci	0.717997398
e1481236cfd7f904a27a92e7ee8aef30	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae	0.999925898
b8447b4b5281ec5bba962aca4c63a744	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales	0.999985881
8c7f479b9b65a8a11dba9b2d4d4bbb74	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Gordoniaceae; g__Millisia; s__brevis	0.932065255
75e81afd929e6a68d29dfd67bfe06ab0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	0.982225277
afb2f933b8a01130b7a8ad25a89d7ac7	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Rhizobium; s__daejeonense	0.964322102
57280b369a97027d42b7ae04fdd1a58d	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Dermabacteraceae; g__Helcobacillus; s__massiliensis	0.923502092
e2925cae0cb82d44e77f23d4d2303367	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Macrococcus; s__brunensis	0.94063059
ba20f7ab98180850b48e34ad81f68653	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Aerococcaceae; g__Granulicatella; s__balaenopterae	0.842598488
f5efaab4944dca6092be8006004d7397	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae	0.999924562
98ab93a17bde9d2564d7bef744b39cc9	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Macrococcus	0.97401027
5434b96987e60392ac9f45eb7bb14e0e	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Arthrobacter	0.843333333
e272b5f84117210974c3f577072d3a9a	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Trueperella; s__	0.96233007
17e3eea1948d594a2f3d2cd877c7c192	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Aerococcaceae; g__Atopostipes; s__suicloacalis	0.999978176
8dc03cae835141b88ba4d2c9bdbab8b8	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium	0.988386287
b0a2c476d18b9615615eff020cfb5cca	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Aerococcaceae; g__Atopococcus; s__tabaci	0.921191906
6c50dd3cf297cf30eaf754d064def0bb	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae	0.99991751
35657512422b3fead61c707be97c0694	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Aerococcaceae; g__Granulicatella; s__balaenopterae	0.965850378
d3ce22f8a563143a55715e44799ac402	k__Bacteria; p__TM7; c__TM7-3; o__EW055; f__; g__; s__	0.994898498
3370c8d865018d258f5c765d632aeb79	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Aerococcaceae; g__Atopococcus; s__tabaci	0.919761888
1d96fb64b539a3967e5d667393072e50	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae	0.996303061
d8a08e8290a8c8eb32afa01678526a5e	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae	0.874235065
08eb3157d4af2ce3592416eacfc1cf59	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus	0.962371433
4e29949fbf33f687665c7ec95d0b1b26	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__disporicum	0.846080362
8336637c9a069c927c4a77f2eef51401	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Elizabethkingia; s__	0.998341982
4b0f3a95716c025fab59dceb75345e8a	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae	0.985943637
bb37db43a4cba4e7297f7ea91a9c16c9	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae	0.999921874
2819c34f76dce4eed3d8b233545938d6	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Nonlabens	0.734074536
fd204f7a88e546b2288fb9b86489ba32	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__	0.999887888
a941da1fbe418e60d581d9051e684f1d	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae	0.99995313
af626bea5668a8cd2e490f61c3ab823e	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Macrococcus	0.998358936
f991274e234ade6f6a6a2df1daeea685	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__breve	0.833000533
c5f9da6eca223fa5441c6895e294cef7	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae	0.705814266
5769478a7c5f7976ad0089ba26ab324b	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Macrococcus	0.974095137
b03d1a5916ba66e309603f676e02a397	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	0.843367098
5fa4c3306265789aa438dcfe7a0eacfd	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Brucellaceae; g__Ochrobactrum; s__pseudintermedium	0.968421894
87464b68139911d140c87b082dc06bf2	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales	0.998690436
5d750dec7ba63997b4afa0a4022352fa	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae	0.726598336
20cce44a4030ba5d87e7cc467b9da469	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__simulans	0.894303241
9cb25913d552d577c1eddc70e3ea62a8	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae	0.995586164
66899f26e38d383ccf8e89af04c2ecc2	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]	0.998070704
f7a1c2a7dc74eb24446faaa79f519ee6	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__inulinivorans	0.977095603
f0b498321ec2e3da023a978619618e79	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Kocuria; s__kristinae	0.99814824
d443d45b9452b33e2f15317f488a8aff	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Collinsella; s__	0.974063653
c92835f25c5c373218f4584f5d2cb0fc	k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Helicobacteraceae; g__Helicobacter	0.880068335
d397196bfa47bdec1c110d0f613699bb	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Rothia; s__nasimurium	0.994799257
4982bbaf199abfd1057d12302f1c1321	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae	0.999975971
a38bc0b0fbc44a708775f152040a3614	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Succinispira; s__mobilis	0.976739696
af1f3591fcca3e437d4064d4ad260b7a	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Macrococcus	0.994701121
c00e7c6c32d4f172392b65f9f400cacd	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales	0.993008311
d205b21ebb94eb828f2645af6623b43c	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Rothia	0.937655874
758a2dc7477b0b476a4f977eb0aec7d6	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Dermabacteraceae; g__Helcobacillus; s__massiliensis	0.92211991
0360a498b5585f9028fa802e6b4f7bf5	k__Bacteria; p__Firmicutes	0.968684216
eb6ff70e3b8dee650d068b59076a0784	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Elizabethkingia; s__meningoseptica	0.8137506
ffa2d3d4e030a8f45850c379c0d196f5	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium	0.999572625
77317ca4ce8e31c3b8dd06beb7a46814	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Elizabethkingia	0.998988347
17c0389ff964a46d384e361936f0e6f2	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium	0.995499229
7d9cdaa9a9b7ed861161c17ea61d780f	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Elizabethkingia; s__	0.70569807
cb4ebd1bd97873d239973c8f7df0733b	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales	0.99978283
a6f53092a58fb52e05224cacb9bb9e72	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Aerococcaceae; g__Granulicatella; s__balaenopterae	0.953194726
c8994f27d1c26907a4de3292b1dc47b5	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__[Clostridium]	0.985108106
ee2d0e227854e8ff73ad43051ec0116b	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Staphylococcus; s__saprophyticus	0.939875957
2b1fc990ec7d0e760dece8a34762342e	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae	0.999919844
ddbf23c8c5653d14479d9bf997ef7e1b	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__	0.885906539
5fc8ffadf9c8848f4cc3a9e0a864153b	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__simulans	0.796527419
3436cad48b4bab983bae69d0660d2d32	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Elizabethkingia; s__	0.999485486
3184f782339d2216f2c49a5e0e66121f	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae	0.999895327
5473649a3a68096911b134155984ebfb	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae	0.977416141
c75020b35b4890edacbfbf24758c25ed	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae	0.989559607
1498f9f13e29f0b46f4c7d7b00e1d23e	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales	0.999995753
2281ca97557ef5d7dfe9ce40815248a8	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Micrococcus; s__terreus	0.742961251
3457da0d970cdb215e81192e6daac189	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Arthrobacter	0.771242837
91bba1f36011d1383e3054b2a988694f	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Bordetella	0.967850175
2a66ed645978be00a97b52437f187000	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Succinispira; s__mobilis	0.977709324
7e5b130aa11238fb41c3ed972605cde1	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Macrococcus; s__brunensis	0.923002238
2e398b8d21dc0766b2cf014de5f215f9	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae	0.87768529
fcad212ec9ca292f4e0f19dbad8caec4	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__megaterium	0.810734353
842db7d7cb4e5589027942925c52ea5a	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Aerococcaceae; g__Atopococcus; s__tabaci	0.946429393
f8b74afe1113c427dabafc6cb4a21454	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__ph2; s__	0.999835748
ae0fa8fa0177a09a96f838e0389c987f	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae	0.951185927
51fe687870ea81e1bd2ddbc6a54c31b4	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Bordetella	0.967439749
ef0f1c661fffbe3961f87da8c53044ee	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Dermabacteraceae; g__Helcobacillus; s__massiliensis	0.921589633
21fcf3242e3e163a8c58580cdbba5af0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae	0.726786527
0837b548bcc9bcde31c55f770c4679e4	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales	0.99997421
b12db3251e8dc80e4c68f24240bf320c	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae	0.997198856
b6a5abe4fa4da40a57c06bf893b305c2	k__Bacteria; p__TM7; c__TM7-3; o__CW040; f__F16; g__; s__	0.999996483
